"","name","country","birthday","starting_number","speed","distance","distance_points","mark_A","mark_B","mark_C","mark_D","mark_E","style_points","gate","gate_points","wind_speed","wind_points","total_points","rank","series_number","total_points_all_jumps","competition_code","hill_code","year","competition_number","k","hs","full_name"
"1509","IPCIOGLU Fatih","TUR","28 SEP 1997","17","88.3","120.5","60.9","17.5","16.5","17.0","17.0","17.0","51.0","15","","-0.24","4.2","116.1","43.","1","116.1","24","ruk","2023","2",120,142,"Ruka"
"1510","VILLUMSTAD Fredrik","NOR","21 MAR 1999","12","88.2","121.0","61.8","17.0","17.0","17.5","17.5","17.5","52.0","15","","0.07","-0.8","113.0","44.","1","113.0","24","ruk","2023","2",120,142,"Ruka"
"1511","KOBAYASHI Junshiro","JPN","11 JUN 1991","19","88.1","118.5","57.3","17.5","17.0","17.0","17.0","17.0","51.0","15","","-0.14","2.5","110.8","45.","1","110.8","24","ruk","2023","2",120,142,"Ruka"
"1512","FETTNER Manuel","AUT","17 JUN 1985","30","88.1","108.5","39.3","15.0","16.0","15.0","16.0","16.0","47.0","15","","-1.03","18.1","104.4","46.","1","104.4","24","ruk","2023","2",120,142,"Ruka"
"1513","NAITO Tomofumi","JPN","22 FEB 1993","4","88.3","112.0","45.6","16.5","16.0","16.5","16.0","16.5","49.0","15","","-0.34","6.0","100.6","47.","1","100.6","24","ruk","2023","2",120,142,"Ruka"
"1514","URLAUB Andrew","USA","12 APR 2001","5","88.4","108.0","38.4","16.5","15.5","16.5","16.0","16.0","48.5","15","","-0.73","12.8","99.7","48.","1","99.7","24","ruk","2023","2",120,142,"Ruka"
"1515","BEDIR Muhammed","TUR","24 MAR 2000","3","88.3","102.5","28.5","16.5","16.0","16.0","16.5","16.5","49.0","15","","-0.57","10.0","87.5","49.","1","87.5","24","ruk","2023","2",120,142,"Ruka"
"1516","PASCHKE Pius","GER","20 MAY 1990","63","86.9","143.5","102.3","19.0","19.0","19.0","19.5","18.5","57.0","12","5.3","0.20","-2.3","162.3","1.","1","326.6","25","ruk","2024","1",120,142,"Ruka"
"1517","PASCHKE Pius","GER","20 MAY 1990","63","86.5","143.0","101.4","19.0","19.5","19.0","19.5","18.5","57.5","11","10.7","0.45","-5.3","164.3","3.","2","326.6","25","ruk","2024","1",120,142,"Ruka"
"1518","HOERL Jan","AUT","16 OCT 1998","62","87.1","138.0","92.4","18.5","18.5","18.5","18.0","18.5","55.5","12","5.3","-0.04","0.7","153.9","2.","1","317.7","25","ruk","2024","1",120,142,"Ruka"
"1519","HOERL Jan","AUT","16 OCT 1998","62","86.3","141.5","98.7","18.0","18.5","18.5","19.0","18.0","55.0","11","10.7","0.05","-0.6","163.8","4.","2","317.7","25","ruk","2024","1",120,142,"Ruka"
"1520","KRAFT Stefan","AUT","13 MAY 1993","60","87.3","135.0","87.0","19.0","19.0","19.0","19.0","18.5","57.0","12","5.3","0.01","-0.1","149.2","3.","1","315.2","25","ruk","2024","1",120,142,"Ruka"
"1521","KRAFT Stefan","AUT","13 MAY 1993","60","87.2","147.0","108.6","18.5","19.0","18.5","18.5","18.0","55.5","12","5.3","0.29","-3.4","166.0","2.","2","315.2","25","ruk","2024","1",120,142,"Ruka"
"1522","SUNDAL Kristoffer","NOR","7 FEB 2001","57","86.7","138.5","93.3","19.0","18.5","19.0","19.0","18.5","56.5","13","","0.16","-1.9","147.9","6.","1","309.7","25","ruk","2024","1",120,142,"Ruka"
"1523","SUNDAL Kristoffer","NOR","7 FEB 2001","57","86.7","140.0","96.0","18.0","17.0","18.0","18.5","17.5","53.5","12","5.3","-0.40","7.0","161.8","5.","2","309.7","25","ruk","2024","1",120,142,"Ruka"
"1524","WELLINGER Andreas","GER","28 AUG 1995","56","87.9","141.0","97.8","18.5","18.0","19.0","19.0","18.5","56.0","13","","0.49","-5.7","148.1","5.","1","303.0","25","ruk","2024","1",120,142,"Ruka"
"1525","WELLINGER Andreas","GER","28 AUG 1995","56","87.7","141.0","97.8","18.5","18.5","18.5","19.0","18.5","55.5","12","5.3","0.32","-3.7","154.9","10.","2","303.0","25","ruk","2024","1",120,142,"Ruka"
"1526","TSCHOFENIG Daniel","AUT","28 MAR 2002","61","87.2","134.0","85.2","18.5","18.5","18.5","18.5","18.0","55.5","12","5.3","0.59","-6.9","139.1","13.","1","299.6","25","ruk","2024","1",120,142,"Ruka"
"1527","TSCHOFENIG Daniel","AUT","28 MAR 2002","61","87.2","140.0","96.0","18.5","18.5","18.5","19.0","18.5","55.5","12","5.3","-0.21","3.7","160.5","6.","2","299.6","25","ruk","2024","1",120,142,"Ruka"
"1528","ORTNER Maximilian","AUT","4 JUN 2002","59","87.6","138.5","93.3","18.5","19.0","18.5","18.5","18.5","55.5","13","","0.51","-6.0","142.8","10.","1","299.3","25","ruk","2024","1",120,142,"Ruka"
"1529","ORTNER Maximilian","AUT","4 JUN 2002","59","87.1","138.0","92.4","18.0","17.5","17.5","18.5","17.5","53.0","12","5.3","-0.33","5.8","156.5","8.","2","299.3","25","ruk","2024","1",120,142,"Ruka"
"1530","EISENBICHLER Markus","GER","3 APR 1991","37","87.5","135.0","87.0","17.5","17.5","17.5","17.5","18.0","52.5","13","","0.01","-0.1","139.4","12.","1","297.0","25","ruk","2024","1",120,142,"Ruka"
"1531","EISENBICHLER Markus","GER","3 APR 1991","37","87.3","142.0","99.6","18.5","18.0","18.5","18.5","18.0","55.0","12","5.3","0.20","-2.3","157.6","7.","2","297.0","25","ruk","2024","1",120,142,"Ruka"
"1532","ZAJC Timi","SLO","26 APR 2000","42","87.1","121.0","61.8","17.0","18.0","18.0","17.5","17.5","53.0","13","","-0.62","10.9","125.7","23.","1","296.0","25","ruk","2024","1",120,142,"Ruka"
"1533","ZAJC Timi","SLO","26 APR 2000","42","87.2","146.0","106.8","19.0","19.0","19.0","19.5","18.5","57.0","13","","-0.37","6.5","170.3","1.","2","296.0","25","ruk","2024","1",120,142,"Ruka"
"1534","LINDVIK Marius","NOR","27 JUN 1998","50","87.4","137.0","90.6","15.0","15.0","14.5","18.0","14.5","44.5","13","","-0.22","3.9","139.0","14.","1","294.5","25","ruk","2024","1",120,142,"Ruka"
"1535","LINDVIK Marius","NOR","27 JUN 1998","50","87.2","144.5","104.1","18.0","18.0","18.0","18.0","17.0","54.0","13","","0.22","-2.6","155.5","9.","2","294.5","25","ruk","2024","1",120,142,"Ruka"
"1536","DESCHWANDEN Gregor","SUI","27 FEB 1991","58","88.0","134.5","86.1","18.5","18.0","18.5","18.5","18.5","55.5","13","","-0.17","3.0","144.6","8.","1","292.7","25","ruk","2024","1",120,142,"Ruka"
"1537","DESCHWANDEN Gregor","SUI","27 FEB 1991","58","87.7","140.0","96.0","17.0","17.0","16.5","16.5","18.0","50.5","12","5.3","0.32","-3.7","148.1","14.","2","292.7","25","ruk","2024","1",120,142,"Ruka"
"1538","HAYBOECK Michael","AUT","5 MAR 1991","46","87.7","138.0","92.4","18.0","17.5","18.5","18.0","18.0","54.0","13","","0.34","-4.0","142.4","11.","1","292.0","25","ruk","2024","1",120,142,"Ruka"
"1539","HAYBOECK Michael","AUT","5 MAR 1991","46","87.4","137.0","90.6","18.5","18.0","19.0","18.0","18.0","54.5","12","5.3","0.07","-0.8","149.6","12.","2","292.0","25","ruk","2024","1",120,142,"Ruka"
"1540","ZNISZCZOL Aleksander","POL","8 MAR 1994","39","87.3","135.5","87.9","18.0","18.0","18.5","18.5","18.5","55.0","13","","-0.34","6.0","148.9","4.","1","290.6","25","ruk","2024","1",120,142,"Ruka"
"1541","ZNISZCZOL Aleksander","POL","8 MAR 1994","39","87.1","135.0","87.0","18.0","17.0","18.5","18.5","17.5","54.0","12","5.3","0.39","-4.6","141.7","16.","2","290.6","25","ruk","2024","1",120,142,"Ruka"
"1542","NIKAIDO Ren","JPN","24 MAY 2001","35","87.4","133.0","83.4","17.5","18.0","18.0","18.0","18.0","54.0","13","","0.16","-1.9","135.5","17.","1","284.7","25","ruk","2024","1",120,142,"Ruka"
"1543","NIKAIDO Ren","JPN","24 MAY 2001","35","87.3","136.5","89.7","18.5","17.5","17.5","17.5","17.5","52.5","13","","-0.40","7.0","149.2","13.","2","284.7","25","ruk","2024","1",120,142,"Ruka"
"1544","PREVC Domen","SLO","4 JUN 1999","22","87.0","135.0","87.0","17.0","17.0","17.5","18.0","17.5","52.0","13","","0.01","-0.1","138.9","15.","1","281.8","25","ruk","2024","1",120,142,"Ruka"
"1545","PREVC Domen","SLO","4 JUN 1999","22","87.4","137.5","91.5","17.5","17.0","18.0","18.0","18.0","53.5","13","","0.18","-2.1","142.9","15.","2","281.8","25","ruk","2024","1",120,142,"Ruka"
"1546","KOBAYASHI Ryoyu","JPN","8 NOV 1996","48","87.5","130.0","78.0","18.0","17.5","18.5","18.5","18.0","54.5","13","","0.50","-5.9","126.6","22.","1","278.5","25","ruk","2024","1",120,142,"Ruka"
"1547","KOBAYASHI Ryoyu","JPN","8 NOV 1996","48","87.4","142.5","100.5","18.0","18.5","19.0","18.5","18.5","55.5","13","","0.35","-4.1","151.9","11.","2","278.5","25","ruk","2024","1",120,142,"Ruka"
"1548","FETTNER Manuel","AUT","17 JUN 1985","53","87.1","137.5","91.5","15.5","15.0","16.5","17.5","16.5","48.5","13","","-0.27","4.7","144.7","7.","1","278.1","25","ruk","2024","1",120,142,"Ruka"
"1549","FETTNER Manuel","AUT","17 JUN 1985","53","87.1","130.5","78.9","17.0","15.5","17.0","16.5","16.5","50.0","12","5.3","0.07","-0.8","133.4","19.","2","278.1","25","ruk","2024","1",120,142,"Ruka"
"1550","LANISEK Anze","SLO","20 APR 1996","55","87.5","138.0","92.4","18.5","18.5","18.5","19.0","18.0","55.5","13","","0.39","-4.6","143.3","9.","1","274.3","25","ruk","2024","1",120,142,"Ruka"
"1551","LANISEK Anze","SLO","20 APR 1996","55","86.8","128.0","74.4","18.0","17.5","18.0","18.0","18.0","54.0","12","5.3","0.23","-2.7","131.0","21.","2","274.3","25","ruk","2024","1",120,142,"Ruka"
"1552","FORFANG Johann","NOR","4 JUL 1995","52","87.2","131.5","80.7","18.0","17.5","18.0","18.5","17.0","53.5","13","","0.18","-2.1","132.1","19.","1","269.6","25","ruk","2024","1",120,142,"Ruka"
"1553","FORFANG Johann","NOR","4 JUL 1995","52","87.2","135.0","87.0","18.0","17.0","18.0","17.5","17.5","53.0","13","","0.21","-2.5","137.5","17.","2","269.6","25","ruk","2024","1",120,142,"Ruka"
"1554","FOUBERT Valentin","FRA","17 AUG 2002","38","87.1","130.5","78.9","16.5","17.5","18.0","18.0","18.0","53.5","13","","-0.06","1.1","133.5","18.","1","264.5","25","ruk","2024","1",120,142,"Ruka"
"1555","FOUBERT Valentin","FRA","17 AUG 2002","38","87.0","131.0","79.8","17.5","18.0","18.5","18.0","18.0","54.0","13","","0.24","-2.8","131.0","21.","2","264.5","25","ruk","2024","1",120,142,"Ruka"
"1556","FRANTZ Tate","USA","28 MAR 2005","54","87.4","122.5","64.5","16.5","16.0","17.5","17.5","17.0","51.0","13","","-0.49","8.6","124.1","25.","1","261.4","25","ruk","2024","1",120,142,"Ruka"
"1557","FRANTZ Tate","USA","28 MAR 2005","54","87.6","137.5","91.5","18.0","18.0","19.0","18.5","18.0","54.5","13","","0.74","-8.7","137.3","18.","2","261.4","25","ruk","2024","1",120,142,"Ruka"
"1558","KOS Lovro","KOS","23 JUL 1999","28","86.9","129.5","77.1","17.5","18.0","18.5","18.0","18.0","54.0","13","","0.02","-0.2","130.9","20.","1","258.8","25","ruk","2024","1",120,142,"Ruka"
"1559","KOS Lovro","KOS","23 JUL 1999","28","87.4","131.5","80.7","17.5","17.0","18.0","18.0","18.0","53.5","13","","0.54","-6.3","127.9","23.","2","258.8","25","ruk","2024","1",120,142,"Ruka"
"1560","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","31","86.9","128.5","75.3","17.5","18.0","18.0","18.0","17.0","53.5","13","","0.30","-3.5","125.3","24.","1","252.0","25","ruk","2024","1",120,142,"Ruka"
"1561","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","31","86.8","130.0","78.0","17.0","17.5","17.5","17.0","17.0","51.5","13","","0.24","-2.8","126.7","25.","2","252.0","25","ruk","2024","1",120,142,"Ruka"
"1562","TITTEL Adrian","GER","21 FEB 2004","32","87.7","129.0","76.2","16.0","16.5","17.0","16.5","17.5","50.0","13","","-0.07","1.2","127.4","21.","1","251.2","25","ruk","2024","1",120,142,"Ruka"
"1563","TITTEL Adrian","GER","21 FEB 2004","32","88.0","128.0","74.4","17.5","17.5","18.0","17.5","18.0","53.0","13","","0.31","-3.6","123.8","27.","2","251.2","25","ruk","2024","1",120,142,"Ruka"
"1564","VILLUMSTAD Fredrik","NOR","21 MAR 1999","44","87.7","121.5","62.7","17.0","16.5","17.0","17.0","18.0","51.0","13","","-0.28","4.9","118.6","29.","1","250.0","25","ruk","2024","1",120,142,"Ruka"
"1565","VILLUMSTAD Fredrik","NOR","21 MAR 1999","44","87.5","136.0","88.8","16.0","14.5","17.0","17.5","16.0","49.0","13","","0.55","-6.4","131.4","20.","2","250.0","25","ruk","2024","1",120,142,"Ruka"
"1566","STOCH Kamil","POL","25 MAY 1987","33","87.0","133.0","83.4","18.0","17.5","18.5","18.5","18.0","54.5","13","","0.08","-0.9","137.0","16.","1","247.3","25","ruk","2024","1",120,142,"Ruka"
"1567","STOCH Kamil","POL","25 MAY 1987","33","87.1","120.5","60.9","17.0","16.5","17.0","16.0","16.5","50.0","13","","0.05","-0.6","110.3","29.","2","247.3","25","ruk","2024","1",120,142,"Ruka"
"1568","COLBY Jason","USA","30 MAR 2006","8","87.0","127.5","73.5","16.5","17.0","17.5","17.0","17.0","51.0","13","","0.20","-2.3","122.2","26.","1","246.1","25","ruk","2024","1",120,142,"Ruka"
"1569","COLBY Jason","USA","30 MAR 2006","8","87.0","126.5","71.7","17.0","17.0","17.5","18.0","17.5","52.0","13","","-0.01","0.2","123.9","26.","2","246.1","25","ruk","2024","1",120,142,"Ruka"
"1570","MOGEL Zak","SLO","2 MAR 2001","24","87.3","123.5","66.3","16.0","16.0","17.5","17.5","17.0","50.5","13","","0.29","-3.4","113.4","30.","1","234.6","25","ruk","2024","1",120,142,"Ruka"
"1571","MOGEL Zak","SLO","2 MAR 2001","24","87.3","125.5","69.9","17.0","17.0","17.5","17.5","17.0","51.5","13","","0.02","-0.2","121.2","28.","2","234.6","25","ruk","2024","1",120,142,"Ruka"
"1572","BEDIR Muhammed","TUR","24 MAR 2000","5","87.0","118.5","57.3","16.5","16.5","17.5","17.5","16.5","50.5","13","","-0.23","4.0","111.8","31.","1","111.8","25","ruk","2024","1",120,142,"Ruka"
"1573","LARSON Casey","USA","16 DEC 1998","4","87.2","116.0","52.8","16.5","17.0","17.0","17.0","16.5","50.5","13","","-0.47","8.2","111.5","32.","1","111.5","25","ruk","2024","1",120,142,"Ruka"
"1574","KUBACKI Dawid","POL","12 MAR 1990","34","87.3","119.5","59.1","17.0","16.5","17.5","17.5","17.5","52.0","13","","0.06","-0.7","110.4","33.","1","110.4","25","ruk","2024","1",120,142,"Ruka"
"1575","ROMPPAINEN Paavo","FIN","25 JAN 2003","25","87.5","118.5","57.3","16.0","16.5","17.0","17.5","17.0","50.5","13","","-0.04","0.7","108.5","34.","1","108.5","25","ruk","2024","1",120,142,"Ruka"
"1576","MAATTA Jarkko","FIN","28 DEC 1994","1","87.0","120.5","60.9","15.5","16.0","17.0","16.5","16.0","48.5","13","","0.46","-5.4","104.0","35.","1","104.0","25","ruk","2024","1",120,142,"Ruka"
"1577","AMMANN Simon","SUI","25 JUN 1981","30","87.7","117.5","55.5","16.0","15.5","17.0","16.5","16.5","49.0","13","","0.18","-2.1","102.4","36.","1","102.4","25","ruk","2024","1",120,142,"Ruka"
"1578","RAIMUND Philipp","GER","23 JUN 2000","40","87.4","115.0","51.0","14.0","14.0","15.0","13.5","15.0","43.0","13","","0.02","-0.2","93.8","37.","1","93.8","25","ruk","2024","1",120,142,"Ruka"
"1579","VASSILYEV Danil","KAZ","22 JUL 2004","19","86.8","112.0","45.6","16.0","16.0","17.0","16.0","16.0","48.0","13","","0.11","-1.3","92.3","38.","1","92.3","25","ruk","2024","1",120,142,"Ruka"
"1580","AALTO Antti","FIN","2 APR 1995","9","87.4","110.5","42.9","14.0","14.5","15.5","15.0","14.5","44.0","13","","-0.29","5.1","92.0","39.","1","92.0","25","ruk","2024","1",120,142,"Ruka"
"1581","KOBAYASHI Junshiro","JPN","11 JUN 1991","23","86.6","114.5","50.1","16.5","16.0","17.0","17.0","16.0","49.5","13","","0.69","-8.1","91.5","40.","1","91.5","25","ruk","2024","1",120,142,"Ruka"
"1582","INSAM Alex","ITA","19 DEC 1997","27","87.1","109.5","41.1","14.5","14.0","15.5","14.0","15.0","43.5","13","","0.22","-2.6","82.0","41.","1","82.0","25","ruk","2024","1",120,142,"Ruka"
"1583","WOLNY Jakub","POL","15 MAY 1995","11","87.2","107.0","36.6","13.0","14.0","14.5","13.0","14.0","41.0","13","","-0.20","3.5","81.1","42.","1","81.1","25","ruk","2024","1",120,142,"Ruka"
"1584","PALOSAARI Vilho","FIN","20 JUL 2004","2","86.6","108.5","39.3","15.5","14.5","16.5","15.5","15.0","46.0","13","","0.40","-4.7","80.6","43.","1","80.6","25","ruk","2024","1",120,142,"Ruka"
"1585","EMBACHER Stephan","AUT","12 JAN 2006","41","87.5","106.0","34.8","14.0","14.0","15.0","14.0","14.5","42.5","13","","0.01","-0.1","77.2","44.","1","77.2","25","ruk","2024","1",120,142,"Ruka"
"1586","IPCIOGLU Fatih","TUR","28 SEP 1997","29","87.0","101.0","25.8","14.5","14.5","16.0","15.0","15.0","44.5","13","","0.46","-5.4","64.9","45.","1","64.9","25","ruk","2024","1",120,142,"Ruka"
"1587","SATO Keiichi","JPN","27 JUL 1997","20","86.9","94.0","13.2","16.0","15.0","16.0","15.5","16.0","47.5","13","","-0.17","3.0","63.7","46.","1","63.7","25","ruk","2024","1",120,142,"Ruka"
"1588","CECON Francesco","ITA","13 NOV 2001","6","86.7","91.0","7.8","14.0","14.5","14.5","14.0","14.0","42.5","13","","-0.25","4.4","54.7","47.","1","54.7","25","ruk","2024","1",120,142,"Ruka"
"1589","VALTO Kasperi","FIN","3 JUL 2003","17","87.6","89.5","5.1","12.5","13.0","14.0","13.0","13.0","39.0","13","","-0.01","0.2","44.3","48.","1","44.3","25","ruk","2024","1",120,142,"Ruka"
"1590","AIGRO Artti","EST","29 AUG 1999","45","86.5","75.0","-21.0","13.0","14.0","13.0","13.5","13.5","40.0","13","","-0.44","7.7","26.7","49.","1","26.7","25","ruk","2024","1",120,142,"Ruka"
"1591","KOBAYASHI Ryoyu","JPN","8 NOV 1996","46","88.3","135.0","81.6","19.0","18.0","19.0","18.5","19.0","56.5","12","","0.11","-1.2","136.9","2.","1","271.5","26","sap","2022","1",123,137,"Sapporo"
"1592","KOBAYASHI Ryoyu","JPN","8 NOV 1996","46","87.4","130.0","72.6","19.0","19.0","19.0","19.0","18.5","57.0","09","","-0.31","5.0","134.6","1.","2","271.5","26","sap","2022","1",123,137,"Sapporo"
"1593","KUBACKI Dawid","POL","12 MAR 1990","65","88.8","137.0","85.2","19.0","19.0","19.5","19.5","19.0","57.5","12","","0.18","-1.9","140.8","1.","1","264.3","26","sap","2022","1",123,137,"Sapporo"
"1594","KUBACKI Dawid","POL","12 MAR 1990","65","87.8","125.5","64.5","18.5","18.5","18.0","18.0","18.0","54.5","09","","-0.28","4.5","123.5","4.","2","264.3","26","sap","2022","1",123,137,"Sapporo"
"1595","GRANERUD Halvor","NOR","29 MAY 1996","64","87.6","130.5","73.5","19.5","18.5","19.0","18.5","19.0","56.5","©1","0/127.4","0.11","-1.2","136.2","3.","1","262.6","26","sap","2022","1",123,137,"Sapporo"
"1596","GRANERUD Halvor","NOR","29 MAY 1996","64","87.4","126.0","65.4","19.0","18.0","18.0","18.5","18.0","54.5","09","","-0.40","6.5","126.4","3.","2","262.6","26","sap","2022","1",123,137,"Sapporo"
"1597","STOCH Kamil","POL","25 MAY 1987","58","88.3","133.0","78.0","19.0","18.5","19.0","18.5","19.0","56.5","12","","-0.03","0.5","135.0","4.","1","253.0","26","sap","2022","1",123,137,"Sapporo"
"1598","STOCH Kamil","POL","25 MAY 1987","58","87.2","123.5","60.9","19.0","18.5","17.5","18.5","18.0","55.0","09","","-0.13","2.1","118.0","11.","2","253.0","26","sap","2022","1",123,137,"Sapporo"
"1599","KRAFT Stefan","AUT","13 MAY 1993","62","88.4","130.0","72.6","18.5","18.5","18.5","18.5","19.0","55.5","12","","0.25","-2.7","125.4","10.","1","252.6","26","sap","2022","1",123,137,"Sapporo"
"1600","KRAFT Stefan","AUT","13 MAY 1993","62","87.2","132.0","76.2","18.5","18.5","18.5","19.0","19.0","56.0","09","","0.46","-5.0","127.2","2.","2","252.6","26","sap","2022","1",123,137,"Sapporo"
"1601","LANISEK Anze","SLO","20 APR 1996","63","88.2","130.5","73.5","19.0","18.5","19.0","19.0","19.5","57.0","12","","0.15","-1.6","128.9","7.","1","247.9","26","sap","2022","1",123,137,"Sapporo"
"1602","LANISEK Anze","SLO","20 APR 1996","63","87.1","127.0","67.2","19.0","18.5","18.0","18.5","18.5","55.5","09","","0.34","-3.7","119.0","8.","2","247.9","26","sap","2022","1",123,137,"Sapporo"
"1603","ZAJC Timi","SLO","26 APR 2000","51","88.0","128.5","69.9","18.0","18.0","18.0","18.0","18.5","54.0","12","","0.13","-1.4","122.5","13.","1","245.9","26","sap","2022","1",123,137,"Sapporo"
"1604","ZAJC Timi","SLO","26 APR 2000","51","86.8","132.0","76.2","18.5","19.0","18.5","19.0","19.0","56.5","09","","0.86","-9.3","123.4","5.","2","245.9","26","sap","2022","1",123,137,"Sapporo"
"1605","WELLINGER Andreas","GER","28 AUG 1995","53","88.9","133.5","78.9","19.0","18.5","19.0","19.0","19.0","57.0","12","","0.09","-1.0","134.9","5.","1","245.3","26","sap","2022","1",123,137,"Sapporo"
"1606","WELLINGER Andreas","GER","28 AUG 1995","53","87.8","122.0","58.2","17.5","18.0","17.0","17.5","17.0","52.0","09","","-0.01","0.2","110.4","22.","2","245.3","26","sap","2022","1",123,137,"Sapporo"
"1607","TANDE Daniel","NOR","24 JAN 1994","45","88.5","127.0","67.2","18.0","17.5","18.0","18.5","18.0","54.0","12","","-0.29","4.7","125.9","9.","1","244.4","26","sap","2022","1",123,137,"Sapporo"
"1608","TANDE Daniel","NOR","24 JAN 1994","45","87.1","130.0","72.6","18.5","18.0","18.5","18.0","18.5","55.0","09","","0.84","-9.1","118.5","10.","2","244.4","26","sap","2022","1",123,137,"Sapporo"
"1609","DESCHWANDEN Gregor","SUI","27 FEB 1991","31","88.6","124.5","62.7","18.5","17.0","18.0","18.0","18.0","54.0","12","","-0.25","4.0","120.7","16.","1","244.1","26","sap","2022","1",123,137,"Sapporo"
"1610","DESCHWANDEN Gregor","SUI","27 FEB 1991","31","87.3","132.5","77.1","18.5","18.0","18.5","18.5","18.5","55.5","09","","0.85","-9.2","123.4","5.","2","244.1","26","sap","2022","1",123,137,"Sapporo"
"1611","HOERL Jan","AUT","16 OCT 1998","57","88.0","128.5","69.9","18.0","17.5","18.0","17.5","18.0","53.5","12","","0.14","-1.5","121.9","14.","1","242.7","26","sap","2022","1",123,137,"Sapporo"
"1612","HOERL Jan","AUT","16 OCT 1998","57","86.8","130.5","73.5","18.0","18.5","18.5","18.0","18.5","55.0","09","","0.71","-7.7","120.8","7.","2","242.7","26","sap","2022","1",123,137,"Sapporo"
"1613","HAYBOECK Michael","AUT","5 MAR 1991","59","88.6","131.0","74.4","18.5","18.0","18.5","18.5","18.5","55.5","12","","0.01","-0.1","129.8","6.","1","240.8","26","sap","2022","1",123,137,"Sapporo"
